file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
common_voice_22_0_1210,0.0,0.3801875,utt,-57.68654271175987,-65.65345764160156,9.034066859498717,12.731262877837064
common_voice_22_0_1004,0.0,1.1016,utt,-51.341721413352275,-49.59068069458008,7.73103957550327,22.136528492876973
common_voice_22_0_253,0.0,2.0843,utt,-52.85825758713942,-53.22203018188477,7.402640350531431,7.712334693317006
common_voice_22_0_42,0.0,3.6616,utt,-59.67026340505465,-55.15850500158361,7.402639306227886,14.117864074415278
common_voice_22_0_750,0.0,1.6299,utt,-56.694695408358896,-54.89418816566467,7.130085481235605,5.407776202061742
common_voice_22_0_665,0.0,1.5902,utt,-60.120995479559745,-59.05630789862739,7.086120223496896,5.403675938791357
common_voice_22_0_1017,0.0,1.2411,utt,-54.72065587197581,-56.29609966278076,7.052229517378696,5.14473852057756
common_voice_22_0_487,0.0,1.7199,utt,-56.05836096475291,-54.70545096146433,6.7517161632463685,5.990954121850539
common_voice_22_0_112,0.0,2.538875,utt,-56.139252429872045,-55.48045230733937,6.699023859068846,6.229414199875681
common_voice_22_0_220,0.0,2.3974,utt,-59.172770182291664,-57.60275050571987,6.699021912457037,9.882882941864821
common_voice_22_0_1134,0.0,0.82025,utt,-55.142679354039636,-53.28314045497349,6.630912783022128,8.189145683982861
common_voice_22_0_552,0.0,1.8391,utt,-55.262265412703805,-54.780402713351776,6.372434956108696,3.097187335216761
common_voice_22_0_153,0.0,2.6893,utt,-51.4233561802974,-51.59601297686177,6.351409939680316,15.885173651288348
common_voice_22_0_78,0.0,2.8664,utt,-55.35786081772648,-53.63077348651308,6.343450553105302,5.029631595436573
common_voice_22_0_709,0.0,1.5761875,utt,-55.40016193631329,-54.93253259097828,6.288894921169835,6.566034263010909
common_voice_22_0_1084,0.0,0.8256875,utt,-49.77498470444277,-49.22787117958069,6.253877442752085,17.681509444976548
common_voice_22_0_73,0.0,2.7668,utt,-53.63149043885379,-51.596581757068634,6.15983839149904,6.038855539816039
common_voice_22_0_65,0.0,2.8024,utt,-55.46140834263393,-54.27460381644113,6.105212589201185,14.443445191852629
common_voice_22_0_137,0.0,2.0442,utt,-55.0802791819853,-54.38927064118562,6.001000150831126,7.191922485906662
common_voice_22_0_317,0.0,1.8809,utt,-56.839791805186174,-57.33038493565151,6.000999628679353,16.800157867241218
common_voice_22_0_593,0.0,1.5065625,utt,-51.848526102028146,-52.168824647602285,5.9222142033876475,12.879267908443932
