gold,pred,time_sec,support,mean, median,variance
k:,a,0.0270,2.0000,0.0135,0.0000
UNK,g,0.2300,2.0000,0.1150,0.0020
i,ʁ,0.0600,2.0000,0.0300,0.0000
t,d:,0.0770,2.0000,0.0385,0.0003
a,t,0.0400,2.0000,0.0200,0.0001
w,a,0.0160,2.0000,0.0080,0.0000
r,w,0.0500,1.0000,0.0500,0.0000
UNK,χ:,0.2200,1.0000,0.2200,0.0000
u,d:,0.0300,1.0000,0.0300,0.0000
n,u,0.0200,1.0000,0.0200,0.0000
m,n,0.0800,1.0000,0.0800,0.0000
d:,m,0.0200,1.0000,0.0200,0.0000
d:,n,0.0300,1.0000,0.0300,0.0000
u,d,0.0050,1.0000,0.0050,0.0000
j,n,0.0100,1.0000,0.0100,0.0000
a,k:,0.0100,1.0000,0.0100,0.0000
n:,i,0.0100,1.0000,0.0100,0.0000
UNK,n:,0.0400,1.0000,0.0400,0.0000
d,l:,0.0100,1.0000,0.0100,0.0000
l:,UNK,0.0800,1.0000,0.0800,0.0000
i,d,0.0100,1.0000,0.0100,0.0000
n,ʁ,0.0100,1.0000,0.0100,0.0000
UNK,ʁ,0.2100,1.0000,0.2100,0.0000
ʁ,t,0.0100,1.0000,0.0100,0.0000
m,t,0.0100,1.0000,0.0100,0.0000
i,z,0.0200,1.0000,0.0200,0.0000
χ,χ,0.1000,1.0000,0.1000,0.0000
χ,f,0.0100,1.0000,0.0100,0.0000
f,t,0.0200,1.0000,0.0200,0.0000
ʁ,a,0.0820,1.0000,0.0820,0.0000
n,t,0.0100,1.0000,0.0100,0.0000
sˤ:,sˤ:,0.1100,1.0000,0.1100,0.0000
sˤ:,ħ,0.0200,1.0000,0.0200,0.0000
UNK,ħ,0.1200,1.0000,0.1200,0.0000
r,n,0.0010,1.0000,0.0010,0.0000
i,k,0.0100,1.0000,0.0100,0.0000
k,k,0.0800,1.0000,0.0800,0.0000
UNK,k,0.0900,1.0000,0.0900,0.0000
a,b,0.0100,1.0000,0.0100,0.0000
b,n,0.0280,1.0000,0.0280,0.0000
l:,f,0.0100,1.0000,0.0100,0.0000
UNK,l:,0.0900,1.0000,0.0900,0.0000
