gold,pred,time_sec,support,mean, median,variance
UNK,k,0.0800,1.0000,0.0800,0.0000
b,n,0.0280,1.0000,0.0280,0.0000
n,ħ,0.0220,1.0000,0.0220,0.0000
s:,n:,0.0100,1.0000,0.0100,0.0000
n:,UNK,0.3400,1.0000,0.3400,0.0000
u,l:,0.0180,1.0000,0.0180,0.0000
dˤ,f,0.0640,1.0000,0.0640,0.0000
t,i,0.0090,1.0000,0.0090,0.0000
rˤ,dˤ,0.0680,1.0000,0.0680,0.0000
UNK,rˤ,0.0600,1.0000,0.0600,0.0000
m,UNK,0.1320,1.0000,0.1320,0.0000
d,i,0.0020,1.0000,0.0020,0.0000
l,s:,0.0190,1.0000,0.0190,0.0000
m,l,0.0100,1.0000,0.0100,0.0000
rˤ,f,0.0100,1.0000,0.0100,0.0000
a,rˤ,0.0300,1.0000,0.0300,0.0000
n,a,0.0090,1.0000,0.0090,0.0000
b,a,0.0300,1.0000,0.0300,0.0000
b,r,0.0400,1.0000,0.0400,0.0000
d:,b,0.1460,1.0000,0.1460,0.0000
d:,t:,0.0100,1.0000,0.0100,0.0000
d:,zˤ,0.0380,1.0000,0.0380,0.0000
zˤ,zˤ,0.0720,1.0000,0.0720,0.0000
zˤ,a,0.0060,1.0000,0.0060,0.0000
l:,a,0.0100,1.0000,0.0100,0.0000
i,n,0.0100,1.0000,0.0100,0.0000
s,l,0.0450,1.0000,0.0450,0.0000
l,m,0.0510,1.0000,0.0510,0.0000
q:,q:,0.1200,1.0000,0.1200,0.0000
UNK,q:,0.1200,1.0000,0.1200,0.0000
t,l,0.1380,1.0000,0.1380,0.0000
n:,i,0.1600,1.0000,0.1600,0.0000
t:,UNK,0.1690,1.0000,0.1690,0.0000
ʒ:,ʒ:,0.2500,1.0000,0.2500,0.0000
u,ʒ:,0.0100,1.0000,0.0100,0.0000
dˤ,UNK,0.0740,1.0000,0.0740,0.0000
i,s,0.0080,1.0000,0.0080,0.0000
j,i,0.1690,1.0000,0.1690,0.0000
i,m:,0.0100,1.0000,0.0100,0.0000
m:,m:,0.1750,1.0000,0.1750,0.0000
u,m:,0.0050,1.0000,0.0050,0.0000
θ,u,0.0310,1.0000,0.0310,0.0000
θ,UNK,0.1380,1.0000,0.1380,0.0000
i,l,0.0470,1.0000,0.0470,0.0000
a,m,0.0420,1.0000,0.0420,0.0000
m,d,0.0100,1.0000,0.0100,0.0000
z,a,0.0200,1.0000,0.0200,0.0000
z,UNK,0.0800,1.0000,0.0800,0.0000
ʁ,i,0.0010,1.0000,0.0010,0.0000
r,i,0.0590,1.0000,0.0590,0.0000
r,ʁ,0.0250,1.0000,0.0250,0.0000
m,ʁ,0.0250,1.0000,0.0250,0.0000
u,r,0.0100,1.0000,0.0100,0.0000
i,a,0.0200,1.0000,0.0200,0.0000
n:,u,0.0600,1.0000,0.0600,0.0000
d,n,0.0100,1.0000,0.0100,0.0000
f,n,0.0100,1.0000,0.0100,0.0000
UNK,dˤ,0.1200,1.0000,0.1200,0.0000
d,r,0.0120,1.0000,0.0120,0.0000
g,s,0.0340,1.0000,0.0340,0.0000
z,n,0.0020,1.0000,0.0020,0.0000
s,b,0.0510,1.0000,0.0510,0.0000
u,b,0.0100,1.0000,0.0100,0.0000
u,g,0.0070,1.0000,0.0070,0.0000
a,f,0.0100,1.0000,0.0100,0.0000
r,f,0.0060,1.0000,0.0060,0.0000
u,n,0.0100,1.0000,0.0100,0.0000
u,f,0.0100,1.0000,0.0100,0.0000
rˤ:,rˤ:,0.0500,1.0000,0.0500,0.0000
rˤ:,ʃ:,0.0060,1.0000,0.0060,0.0000
ʃ:,ʃ:,0.3180,1.0000,0.3180,0.0000
UNK,ʃ:,0.3240,1.0000,0.3240,0.0000
χ:,u,0.0040,1.0000,0.0040,0.0000
m,a,0.0100,1.0000,0.0100,0.0000
m,s,0.0010,1.0000,0.0010,0.0000
ts,t,0.2240,1.0000,0.2240,0.0000
i,t,0.0060,1.0000,0.0060,0.0000
i,g,0.0100,1.0000,0.0100,0.0000
j,d,0.0110,1.0000,0.0110,0.0000
u,t,0.0090,1.0000,0.0090,0.0000
tʃ,UNK,0.1220,1.0000,0.1220,0.0000
t:,t,0.0500,1.0000,0.0500,0.0000
t:,i,0.0200,1.0000,0.0200,0.0000
a,t:,0.0100,1.0000,0.0100,0.0000
n,ʁ,0.0490,1.0000,0.0490,0.0000
s,g,0.0100,1.0000,0.0100,0.0000
θ,d,0.0200,1.0000,0.0200,0.0000
t,d:,0.0620,1.0000,0.0620,0.0000
d:,i,0.0100,1.0000,0.0100,0.0000
b,UNK,0.0470,1.0000,0.0470,0.0000
ɡʷ,b,0.0100,1.0000,0.0100,0.0000
ɡʷ,u,0.0580,1.0000,0.0580,0.0000
r,ɡʷ,0.0100,1.0000,0.0100,0.0000
r,s,0.0270,1.0000,0.0270,0.0000
a,s,0.0200,1.0000,0.0200,0.0000
s,d,0.0020,1.0000,0.0020,0.0000
r,d,0.0100,1.0000,0.0100,0.0000
j,UNK,0.0900,1.0000,0.0900,0.0000
u,j,0.0100,1.0000,0.0100,0.0000
f,u,0.0030,1.0000,0.0030,0.0000
g,f,0.0070,1.0000,0.0070,0.0000
a,g,0.0100,1.0000,0.0100,0.0000
m,i,0.0300,1.0000,0.0300,0.0000
a,l,0.0130,1.0000,0.0130,0.0000
t,r,0.0370,1.0000,0.0370,0.0000
ʁ,t,0.0100,1.0000,0.0100,0.0000
i,ʁ,0.0090,1.0000,0.0090,0.0000
